State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,3/31/2019,Percent relative humidity,None,24,100,41.041667,72,5,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/1/2019,Percent relative humidity,None,24,100,42.291667,79,23,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/2/2019,Percent relative humidity,None,24,100,75.458333,89,1,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/3/2019,Percent relative humidity,None,24,100,72.708333,86,1,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/4/2019,Percent relative humidity,None,24,100,68.541667,85,1,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/5/2019,Percent relative humidity,None,24,100,68.416667,84,22,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/6/2019,Percent relative humidity,None,24,100,72.833333,87,1,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/7/2019,Percent relative humidity,None,24,100,69.583333,89,2,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/8/2019,Percent relative humidity,None,24,100,60.875,84,2,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/9/2019,Percent relative humidity,None,24,100,54.083333,89,5,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/10/2019,Percent relative humidity,None,24,100,29.375,53,18,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/11/2019,Percent relative humidity,None,24,100,59.75,80,22,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
6,37,1302,62201,1,33.901389,-118.205,WGS84,Relative Humidity ,1 HOUR,,4/12/2019,Percent relative humidity,None,24,100,65,88,4,,61,Instrumental - Met One 083D,Compton,700 North Bullis Road,California,Los Angeles,Compton,"Los Angeles-Long Beach-Anaheim, CA",3/27/2020
